_id,ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
365,2020,1,Ege Üniversitesi,25,BAŞAKŞEHİR,1
366,2019,2,Ataşehir Adıgüzel Meslek Yüksekokulu,21,KARTAL,1
367,2020,1,Kütahya Dumlupınar Üniversitesi,18,ARNAVUTKÖY,1
368,2019,2,Sağlık Bilimleri Üniversitesi,20,ZEYTİNBURNU,2
369,2019,2,Boğaziçi Üniversitesi,24,EYÜPSULTAN,1
370,2019,1,Sinop Üniversitesi,21,BAHÇELİEVLER,1
371,2019,2,Çankırı Karatekin Üniversitesi,23,BAYRAMPAŞA,1
372,2019,2,Yalova Üniversitesi,23,ÜMRANİYE,2
373,2019,2,Fırat Üniversitesi,23,SANCAKTEPE,1
374,2020,1,Alanya Alaaddin Keykubat Üniversitesi,21,SULTANBEYLİ,1
375,2020,1,Osmaniye Korkut Ata Üniversitesi,21,KÜÇÜKÇEKMECE,1
376,2019,2,Bilecik Şeyh Edebali Üniversitesi,23,SANCAKTEPE,2
377,2019,1,Eskişehir Osmangazi Üniversitesi,20,ESENYURT,1
378,2020,1,Anadolu Üniversitesi,19,ÜSKÜDAR,1
379,2020,1,Çankırı Karatekin Üniversitesi,24,ÜSKÜDAR,1
380,2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,21,GÜNGÖREN,3
381,2020,1,Tekirdağ Namık Kemal,18,BÜYÜKÇEKMECE,2
382,2019,2,İstanbul Arel Üniversitesi,21,BAHÇELİEVLER,1
383,2020,1,İzmir Demokrasi Üniversitesi,20,EYÜPSULTAN,1
384,2020,1,Boğaziçi Üniversitesi,21,SİLİVRİ,1
385,2019,1,Bilecik Şeyh Edebali Üniversitesi,22,GÜNGÖREN,1
386,2019,2,Boğaziçi Üniversitesi,19,ÜSKÜDAR,1
387,2019,2,Bartın Üniversitesi,22,BAŞAKŞEHİR,1
388,2019,1,Sivas Cumhuriyet Üniversitesi,22,BAĞCILAR,1
389,2019,2,Anadolu Üniversitesi,21,KARTAL,1
390,2020,1,Bahçeşehir Üniversitesi,24,KAĞITHANE,1
391,2020,1,Bahçeşehir Üniversitesi,25,ÜSKÜDAR,1
392,2020,1,Bahçeşehir Üniversitesi,19,KADIKÖY,2
393,2020,1,İstinye Üniversitesi,21,ZEYTİNBURNU,3
394,2019,2,Nevşehir Hacı Bektaş Veli Üniversitesi,22,ARNAVUTKÖY,2
395,2019,1,İstanbul Üniversitesi-Cerrahpaşa,21,BEYKOZ,1
396,2019,2,Yıldız Teknik Üniversitesi,23,ÜMRANİYE,4
397,2019,1,Ankara Üniversitesi,24,ÜMRANİYE,1
398,2019,1,İstanbul Ayvansaray Üniversitesi,20,ESENYURT,1
399,2019,2,Sağlık Bilimleri Üniversitesi,21,FATİH,4
400,2020,1,Aydın Adnan Menderes,20,PENDİK,7
401,2019,1,Sakarya Üniversitesi,19,SANCAKTEPE,2
402,2019,1,Trakya Üniversitesi,20,KAĞITHANE,6
403,2019,1,Bilecik Şeyh Edebali Üniversitesi,19,ESENYURT,1
404,2020,1,Konya Gıda Ve Tarım Üniversitesi,22,BAĞCILAR,1
405,2020,1,Galatasaray Üniversitesi,24,BEŞİKTAŞ,2
406,2019,1,Marmara Üniversitesi,26,KARTAL,1
407,2020,1,Eskişehir Osmangazi Üniversitesi,20,ZEYTİNBURNU,1
408,2019,1,İstanbul Ticaret Üniversitesi,20,BAĞCILAR,1
409,2020,1,Bolu Abant İzzet Baysal Üniversitesi,19,BAYRAMPAŞA,1
410,2020,1,Marmara Üniversitesi,18,ÇEKMEKÖY,1
411,2020,1,Sağlık Bilimleri Üniversitesi,18,KAĞITHANE,1
412,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,SULTANBEYLİ,1
413,2019,2,Yalova Üniversitesi,21,ATAŞEHİR,2
414,2019,1,Tokat Gaziosmanpaşa,22,BAŞAKŞEHİR,1
415,2020,1,Türk-Alman Üniversitesi,20,BAYRAMPAŞA,1
416,2020,1,Eskişehir Teknik Üniversitesi,22,SULTANBEYLİ,1
417,2020,1,Sinop Üniversitesi,22,KÜÇÜKÇEKMECE,1
418,2019,2,Balıkesir Üniversitesi,20,GÜNGÖREN,1
419,2020,1,Sağlık Bilimleri Üniversitesi,21,KADIKÖY,1
420,2020,1,Gümüşhane Üniversitesi,23,ARNAVUTKÖY,2
421,2020,1,Sakarya Üniversitesi,20,BAYRAMPAŞA,9
422,2020,1,Bilecik Şeyh Edebali Üniversitesi,23,SULTANBEYLİ,3
423,2020,1,Beykoz Üniversitesi,20,KADIKÖY,1
424,2019,2,İstanbul Üniversitesi,21,BEYOĞLU,2
425,2020,1,Kocaeli Üniversitesi,21,ÜMRANİYE,16
426,2020,1,Karadeniz Teknik Üniversitesi,20,SANCAKTEPE,3
427,2020,1,Kadir Has Üniversitesi,21,EYÜPSULTAN,1
428,2020,1,Kocaeli Üniversitesi,22,ZEYTİNBURNU,6
429,2019,1,Ankara Hacı Bayram Veli Üniversitesi,19,GAZİOSMANPAŞA,1
430,2019,1,Aksaray Üniversitesi,21,ZEYTİNBURNU,1
431,2020,1,Hatay Mustafa Kemal Üniversitesi,19,BAHÇELİEVLER,1
432,2019,1,İstanbul Üniversitesi-Cerrahpaşa,23,BEYLİKDÜZÜ,2
433,2020,1,Marmara Üniversitesi,21,KARTAL,21
434,2020,1,Manisa Celâl Bayar Üniversitesi,22,ÇEKMEKÖY,3
435,2019,2,İstanbul Medeniyet Üniversitesi,22,MALTEPE,4
436,2020,1,İzmir Yüksek Teknoloji Enstitüsü,22,PENDİK,1
437,2019,1,Kocaeli Üniversitesi,23,MALTEPE,1
438,2019,2,İnönü Üniversitesi,23,ESENLER,2
439,2019,1,Türk-Alman Üniversitesi,20,SARIYER,1
440,2019,1,Kütahya Sağlık Bilimleri Üniversitesi,21,TUZLA,1
441,2020,1,Yıldız Teknik Üniversitesi,24,BAHÇELİEVLER,5
442,2019,2,Necmettin Erbakan Üniversitesi,19,ESENLER,1
443,2020,1,Alanya Alaaddin Keykubat Üniversitesi,19,BEYLİKDÜZÜ,1
444,2019,2,İstanbul Gelişim Üniversitesi,20,BAHÇELİEVLER,6
445,2019,1,Aydın Adnan Menderes,21,BEYLİKDÜZÜ,1
446,2019,2,Yıldız Teknik Üniversitesi,24,BAĞCILAR,2
447,2019,1,Akdeniz Üniversitesi,25,SULTANBEYLİ,1
448,2020,1,Hacettepe Üniversitesi,19,BÜYÜKÇEKMECE,1
449,2019,1,Trabzon Üniversitesi,20,PENDİK,1
450,2019,2,Balıkesir Üniversitesi,19,ARNAVUTKÖY,1
451,2019,2,Marmara Üniversitesi,24,BAĞCILAR,6
452,2019,2,Anadolu Üniversitesi,19,SULTANGAZİ,1
453,2019,1,Kırklareli Üniversitesi,23,BAŞAKŞEHİR,1
454,2020,1,Uluslararası Kıbrıs Üniversitesi,22,GAZİOSMANPAŞA,1
455,2020,1,Ankara Yıldırım Beyazıt Üniversitesi,21,BAĞCILAR,1
456,2020,1,İzmir Bakırçay Üniversitesi,21,ŞİLE,2
457,2020,1,Ondokuz Mayıs Üniversitesi,20,ÜMRANİYE,1
458,2020,1,Erciyes Üniversitesi,20,BAĞCILAR,4
459,2020,1,Tekirdağ Namık Kemal,22,ATAŞEHİR,3
460,2019,2,Ege Üniversitesi,24,KÜÇÜKÇEKMECE,1
461,2020,1,Erzincan Binali Yıldırım Üniversitesi,18,GAZİOSMANPAŞA,1
462,2020,1,Niğde Ömer Halisdemir,21,BAHÇELİEVLER,2
463,2019,1,İstinye Üniversitesi,22,MALTEPE,1
464,2020,1,Afyonkarahisar Sağlık Bilimleri Üniversitesi,23,PENDİK,1
465,2019,2,Kırklareli Üniversitesi,20,GAZİOSMANPAŞA,3
466,2020,1,Boğaziçi Üniversitesi,19,SULTANGAZİ,1
467,2019,1,Türk-Alman Üniversitesi,24,KADIKÖY,1
468,2019,2,Çankırı Karatekin Üniversitesi,22,ARNAVUTKÖY,2
469,2019,2,İstanbul Medeniyet Üniversitesi,19,FATİH,2
470,2020,1,Afyon Kocatepe Üniversitesi,21,EYÜPSULTAN,1
471,2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,22,FATİH,1
472,2019,1,Haliç Üniversitesi,23,BÜYÜKÇEKMECE,2
473,2019,1,Dokuz Eylül Üniversitesi,22,MALTEPE,1
474,2020,1,Marmara Üniversitesi,19,BAŞAKŞEHİR,3
475,2020,1,Ankara Sosyal Bilimler Üniversitesi,21,SULTANBEYLİ,1
476,2019,1,Hacettepe Üniversitesi,23,BAĞCILAR,1
477,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,19,ZEYTİNBURNU,1
478,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,21,KÜÇÜKÇEKMECE,2
479,2019,1,Boğaziçi Üniversitesi,23,BAYRAMPAŞA,1
480,2019,2,Düzce Üniversitesi,19,AVCILAR,1
481,2020,1,Sakarya Üniversitesi,22,BAĞCILAR,10
482,2019,2,Yeditepe Üniversitesi,22,ÇEKMEKÖY,1
483,2020,1,Pamukkale Üniversitesi,23,ARNAVUTKÖY,1
484,2019,1,Ordu Üniversitesi,20,SARIYER,1
485,2019,1,Marmara Üniversitesi,24,BAŞAKŞEHİR,1
486,2020,1,Muğla Sıtkı Koçman Üniversitesi,19,KÜÇÜKÇEKMECE,2
487,2020,1,Erzincan Binali Yıldırım Üniversitesi,21,BAĞCILAR,1
488,2019,1,İstanbul Üniversitesi-Cerrahpaşa,22,KARTAL,2
489,2019,2,Kütahya Dumlupınar Üniversitesi,23,PENDİK,2
490,2019,1,Tokat Gaziosmanpaşa,22,SULTANGAZİ,1
491,2019,2,İstanbul Üniversitesi-Cerrahpaşa,26,BAYRAMPAŞA,1
492,2019,1,Karabük Üniversitesi,20,GAZİOSMANPAŞA,1
493,2020,1,Düzce Üniversitesi,22,BÜYÜKÇEKMECE,2
494,2019,2,Uluslararası Kıbrıs Üniversitesi,21,SANCAKTEPE,1
495,2020,1,Acıbadem Mehmet Ali Aydınlar Üniversitesi,20,ATAŞEHİR,2
496,2020,1,Kırklareli Üniversitesi,20,BAKIRKÖY,1
497,2020,1,Atılım Üniversitesi,18,PENDİK,1
498,2020,1,Karabük Üniversitesi,22,SULTANBEYLİ,2
499,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,19,ESENYURT,2
500,2019,2,İstanbul Medipol Üniversitesi,20,FATİH,2
501,2020,1,Bursa Teknik Üniversitesi,23,BAŞAKŞEHİR,1
502,2019,1,Acıbadem Mehmet Ali Aydınlar Üniversitesi,23,ŞİŞLİ,1
503,2019,2,Trakya Üniversitesi,25,EYÜPSULTAN,1
504,2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,19,BAHÇELİEVLER,2
505,2020,1,Eskişehir Teknik Üniversitesi,21,ESENYURT,1
506,2019,1,İstanbul Esenyurt Üniversitesi,23,ESENYURT,3
507,2020,1,İstanbul Teknik Üniversitesi,19,GÜNGÖREN,4
508,2020,1,Bursa Uludağ Üniversitesi,21,ÇATALCA,3
509,2019,2,Zonguldak Bülent Ecevit Üniversitesi,20,BAĞCILAR,2
510,2019,1,Zonguldak Bülent Ecevit Üniversitesi,21,ZEYTİNBURNU,2
511,2019,1,İnönü Üniversitesi,25,ÜMRANİYE,1
512,2019,1,İstanbul Medeniyet Üniversitesi,19,SANCAKTEPE,1
513,2020,1,Hatay Mustafa Kemal Üniversitesi,25,KAĞITHANE,1
514,2019,2,İstanbul Medeniyet Üniversitesi,25,ÜMRANİYE,1
515,2019,1,Niğde Ömer Halisdemir,20,PENDİK,1
516,2019,2,İstanbul Üniversitesi,20,BAKIRKÖY,2
517,2019,2,Düzce Üniversitesi,22,GAZİOSMANPAŞA,1
518,2019,1,Fırat Üniversitesi,22,ESENLER,2
519,2020,1,Kırklareli Üniversitesi,24,ARNAVUTKÖY,1
520,2020,1,İstanbul Üniversitesi-Cerrahpaşa,24,ZEYTİNBURNU,3
521,2020,1,Zonguldak Bülent Ecevit Üniversitesi,21,GAZİOSMANPAŞA,1
522,2020,1,Selçuk Üniversitesi,22,EYÜPSULTAN,1
523,2019,2,Selçuk Üniversitesi,19,SİLİVRİ,1
524,2019,2,Kırıkkale Üniversitesi,20,SİLİVRİ,1
525,2019,1,Nevşehir Hacı Bektaş Veli Üniversitesi,24,BAYRAMPAŞA,1
526,2019,2,Boğaziçi Üniversitesi,21,KADIKÖY,1
527,2020,1,Marmara Üniversitesi,21,FATİH,25
528,2019,2,Aksaray Üniversitesi,22,AVCILAR,1
529,2019,2,Atatürk Üniversitesi,24,BAĞCILAR,1
530,2020,1,İzmir Bakırçay Üniversitesi,20,ESENYURT,1
531,2019,1,Bartın Üniversitesi,21,ARNAVUTKÖY,1
532,2020,1,İstanbul Okan Üniversitesi,21,BAĞCILAR,1
533,2020,1,Necmettin Erbakan Üniversitesi,18,KARTAL,1
534,2019,1,Tekirdağ Namık Kemal,21,SULTANGAZİ,5
535,2019,2,Bilecik Şeyh Edebali Üniversitesi,23,EYÜPSULTAN,1
536,2020,1,İstanbul Esenyurt Üniversitesi,21,ÇEKMEKÖY,1
537,2019,1,Ondokuz Mayıs Üniversitesi,21,ESENYURT,2
538,2019,2,Gebze Teknik Üniversitesi,19,BAĞCILAR,1
539,2019,1,Düzce Üniversitesi,24,ÇEKMEKÖY,1
540,2020,1,İstanbul Sağlık ve Teknoloji Üniversitesi,18,BÜYÜKÇEKMECE,1
541,2019,1,İstanbul Üniversitesi,21,BAKIRKÖY,6
542,2019,1,Kocaeli Üniversitesi,22,ÜSKÜDAR,1
543,2019,2,Milli Savunma Üniversitesi,24,BAHÇELİEVLER,1
544,2019,2,Bolu Abant İzzet Baysal Üniversitesi,19,KAĞITHANE,1
545,2020,1,Eskişehir Osmangazi Üniversitesi,21,KARTAL,3
546,2019,2,Yeditepe Üniversitesi,20,TUZLA,1
547,2019,2,Çanakkale Onsekiz Mart Üniversitesi,25,BAĞCILAR,2
548,2019,1,Anadolu Üniversitesi,19,ÇEKMEKÖY,1
549,2020,1,Kütahya Dumlupınar Üniversitesi,24,ESENYURT,3
550,2019,1,İstanbul Bilgi Üniversitesi,25,ŞİŞLİ,1
551,2019,2,Dokuz Eylül Üniversitesi,20,ESENYURT,4
552,2019,2,Gebze Teknik Üniversitesi,20,KARTAL,2
553,2019,2,Bolu Abant İzzet Baysal Üniversitesi,22,ARNAVUTKÖY,4
554,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,22,BAYRAMPAŞA,2
555,2019,2,Kocaeli Üniversitesi,22,TUZLA,5
556,2019,1,Boğaziçi Üniversitesi,22,GAZİOSMANPAŞA,3
557,2020,1,İstanbul Üniversitesi,21,BAYRAMPAŞA,10
558,2020,1,Uşak Üniversitesi,22,TUZLA,1
559,2019,1,Akdeniz Üniversitesi,21,BAĞCILAR,4
560,2019,1,Karadeniz Teknik Üniversitesi,23,ÇEKMEKÖY,1
561,2019,1,İstanbul Sabahattin Zaim Üniversitesi,25,GÜNGÖREN,1
562,2019,2,Gazi Üniversitesi,23,GAZİOSMANPAŞA,1
563,2019,1,Fenerbahçe Üniversitesi,20,KARTAL,1
564,2019,2,Mersin Üniversitesi,21,FATİH,1
565,2020,1,Altınbaş Üniversitesi,20,BAKIRKÖY,1
566,2020,1,İstanbul Gelişim Üniversitesi,23,ÜSKÜDAR,1
567,2020,1,Manisa Celâl Bayar Üniversitesi,18,KÜÇÜKÇEKMECE,1
568,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,21,KADIKÖY,1
569,2019,1,İstanbul Arel Üniversitesi,24,ESENLER,1
570,2019,1,Hitit Üniversitesi,24,SANCAKTEPE,1
571,2020,1,Kırklareli Üniversitesi,21,BEYOĞLU,2
572,2020,1,İstanbul Üniversitesi-Cerrahpaşa,22,PENDİK,6
573,2020,1,Çanakkale Onsekiz Mart Üniversitesi,18,ARNAVUTKÖY,5
574,2019,2,Çanakkale Onsekiz Mart Üniversitesi,19,AVCILAR,2
575,2020,1,Erzincan Binali Yıldırım Üniversitesi,19,BAYRAMPAŞA,1
576,2019,2,Yıldız Teknik Üniversitesi,20,MALTEPE,3
577,2020,1,Üsküdar Üniversitesi,19,GAZİOSMANPAŞA,1
578,2019,1,Üsküdar Üniversitesi,23,MALTEPE,1
579,2019,2,Recep Tayyip Erdoğan,21,ESENYURT,1
580,2019,1,İstanbul Medeniyet Üniversitesi,22,ŞİŞLİ,1
581,2019,1,Zonguldak Bülent Ecevit Üniversitesi,22,SİLİVRİ,1
582,2019,1,Zonguldak Bülent Ecevit Üniversitesi,20,ÜMRANİYE,1
583,2019,2,Yıldız Teknik Üniversitesi,25,KARTAL,1
584,2019,2,Kırıkkale Üniversitesi,20,FATİH,1
585,2019,1,Trakya Üniversitesi,19,BAKIRKÖY,1
586,2019,1,İstanbul Gelişim Üniversitesi,23,ESENLER,1
587,2019,1,İstanbul Üniversitesi,26,GÜNGÖREN,2
588,2019,1,Trakya Üniversitesi,19,BÜYÜKÇEKMECE,1
589,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,19,BEYKOZ,1
590,2020,1,Uşak Üniversitesi,23,ARNAVUTKÖY,2
591,2019,1,Aydın Adnan Menderes,24,ÇATALCA,1
592,2019,2,Marmara Üniversitesi,19,ESENYURT,6
593,2019,2,Bilecik Şeyh Edebali Üniversitesi,19,TUZLA,1
594,2019,2,Yalova Üniversitesi,22,GÜNGÖREN,1
595,2019,1,İstanbul Arel Üniversitesi,21,ESENYURT,4
596,2020,1,Kocaeli Üniversitesi,19,GAZİOSMANPAŞA,3
597,2020,1,İstanbul Medeniyet Üniversitesi,18,BAHÇELİEVLER,1
598,2019,1,Kütahya Dumlupınar Üniversitesi,23,ATAŞEHİR,1
599,2019,2,Çankırı Karatekin Üniversitesi,23,PENDİK,1
600,2019,2,İstanbul Gelişim Üniversitesi,22,GÜNGÖREN,1
601,2019,2,Marmara Üniversitesi,21,GAZİOSMANPAŞA,12
602,2019,2,Aksaray Üniversitesi,20,ZEYTİNBURNU,1
603,2019,1,Balıkesir Üniversitesi,19,TUZLA,1
604,2019,2,Muğla Sıtkı Koçman Üniversitesi,21,EYÜPSULTAN,1
605,2019,2,Pamukkale Üniversitesi,24,AVCILAR,1
606,2020,1,Anadolu Üniversitesi,21,ÇATALCA,2
607,2019,1,Demiroğlu Bilim Üniversitesi,20,KÜÇÜKÇEKMECE,3
608,2019,2,İstanbul Üniversitesi-Cerrahpaşa,20,BAĞCILAR,14
609,2020,1,Üsküdar Üniversitesi,20,BAYRAMPAŞA,3
610,2019,2,Ankara Yıldırım Beyazıt Üniversitesi,23,GÜNGÖREN,1
611,2020,1,Atlas Üniversitesi,19,GAZİOSMANPAŞA,1
612,2019,2,Amasya Üniversitesi,22,ÇEKMEKÖY,1
613,2019,2,Marmara Üniversitesi,20,SULTANBEYLİ,8
614,2019,2,Kütahya Dumlupınar Üniversitesi,22,ARNAVUTKÖY,1
615,2020,1,Afyon Kocatepe Üniversitesi,21,SANCAKTEPE,2
616,2020,1,Ondokuz Mayıs Üniversitesi,23,KÜÇÜKÇEKMECE,3
617,2019,1,İstanbul Üniversitesi,20,EYÜPSULTAN,7
618,2020,1,Sakarya Üniversitesi,20,ESENLER,12
619,2019,2,İstanbul Kent Üniversitesi,20,ŞİŞLİ,1
620,2019,1,Ankara Üniversitesi,22,GAZİOSMANPAŞA,1
621,2019,1,İstanbul Ticaret Üniversitesi,22,KÜÇÜKÇEKMECE,1
622,2019,1,Bolu Abant İzzet Baysal Üniversitesi,20,KAĞITHANE,4
623,2020,1,Kırklareli Üniversitesi,19,EYÜPSULTAN,2
624,2020,1,Tokat Gaziosmanpaşa,20,BEYOĞLU,1
625,2020,1,Biruni Üniversitesi,20,GAZİOSMANPAŞA,2
626,2020,1,Bolu Abant İzzet Baysal Üniversitesi,21,BEYKOZ,1
627,2019,2,Hitit Üniversitesi,22,SULTANGAZİ,1
628,2020,1,Ondokuz Mayıs Üniversitesi,21,BAĞCILAR,6
629,2020,1,Biruni Üniversitesi,21,BAYRAMPAŞA,1
630,2020,1,Marmara Üniversitesi,21,BÜYÜKÇEKMECE,7
631,2020,1,Yıldız Teknik Üniversitesi,19,SULTANGAZİ,7
632,2020,1,Aydın Adnan Menderes,24,AVCILAR,1
633,2020,1,İstanbul Bilgi Üniversitesi,19,KAĞITHANE,2
634,2020,1,Ankara Üniversitesi,22,AVCILAR,1
635,2019,2,Düzce Üniversitesi,23,PENDİK,6
636,2020,1,Sakarya Üniversitesi,22,BEYKOZ,4
637,2020,1,Çanakkale Onsekiz Mart Üniversitesi,22,BÜYÜKÇEKMECE,2
638,2020,1,Kocaeli Üniversitesi,22,BEYKOZ,6
639,2020,1,Fenerbahçe Üniversitesi,19,ATAŞEHİR,2
640,2020,1,Gebze Teknik Üniversitesi,20,ATAŞEHİR,3
641,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,22,BAYRAMPAŞA,1
642,2019,2,İstanbul Üniversitesi-Cerrahpaşa,20,BEYKOZ,1
643,2019,1,İstanbul Üniversitesi-Cerrahpaşa,25,MALTEPE,1
644,2020,1,İstanbul Medeniyet Üniversitesi,23,BAKIRKÖY,1
645,2020,1,İstanbul Sabahattin Zaim Üniversitesi,20,ESENLER,3
646,2020,1,Kocaeli Üniversitesi,21,BAŞAKŞEHİR,3
647,2020,1,Yalova Üniversitesi,24,SULTANBEYLİ,1
648,2020,1,Hacettepe Üniversitesi,20,KÜÇÜKÇEKMECE,3
649,2019,1,İstanbul Okan Üniversitesi,23,KADIKÖY,1
650,2019,2,Türk-Alman Üniversitesi,20,KAĞITHANE,1
651,2020,1,Ankara Üniversitesi,20,ZEYTİNBURNU,2
652,2019,2,Tekirdağ Namık Kemal,22,FATİH,4
653,2020,1,Mersin Üniversitesi,20,MALTEPE,1
654,2019,1,Sakarya Üniversitesi,19,EYÜPSULTAN,1
655,2019,1,Necmettin Erbakan Üniversitesi,22,BAĞCILAR,1
656,2019,1,İstanbul Üniversitesi-Cerrahpaşa,21,ZEYTİNBURNU,6
657,2020,1,Recep Tayyip Erdoğan,21,ÜMRANİYE,2
658,2020,1,İstanbul Sağlık ve Teknoloji Üniversitesi,24,SULTANGAZİ,1
659,2020,1,Yıldız Teknik Üniversitesi,18,GÜNGÖREN,1
660,2019,2,Ted Üniversitesi,21,KÜÇÜKÇEKMECE,1
661,2020,1,Giresun Üniversitesi,24,PENDİK,1
662,2020,1,İstanbul Üniversitesi-Cerrahpaşa,19,ŞİŞLİ,5
663,2019,1,Aydın Adnan Menderes,20,KARTAL,1
664,2019,2,İnönü Üniversitesi,21,MALTEPE,1
665,2019,1,İstanbul Üniversitesi,21,SARIYER,2
666,2019,1,Haliç Üniversitesi,22,EYÜPSULTAN,1
667,2020,1,İstanbul Teknik Üniversitesi,23,BEYOĞLU,2
668,2020,1,Yıldız Teknik Üniversitesi,25,ATAŞEHİR,1
669,2019,1,Kırklareli Üniversitesi,23,ÜMRANİYE,1
670,2020,1,Yıldız Teknik Üniversitesi,22,BEYOĞLU,2
671,2019,1,İstanbul Teknik Üniversitesi,26,SANCAKTEPE,1
672,2019,2,Fırat Üniversitesi,21,PENDİK,1
673,2019,2,Aydın Adnan Menderes,21,ÜSKÜDAR,2
674,2020,1,Bursa Uludağ Üniversitesi,24,BAĞCILAR,3
675,2020,1,Trabzon Üniversitesi,24,ÜMRANİYE,1
676,2019,2,Yeditepe Üniversitesi,21,ATAŞEHİR,1
677,2020,1,Recep Tayyip Erdoğan,19,ARNAVUTKÖY,1
678,2019,1,Boğaziçi Üniversitesi,20,ÜSKÜDAR,1
679,2019,2,Karabük Üniversitesi,24,KAĞITHANE,1
680,2020,1,Çanakkale Onsekiz Mart Üniversitesi,23,KAĞITHANE,3
681,2019,2,Maltepe Üniversitesi,22,BEŞİKTAŞ,1
682,2020,1,Muğla Sıtkı Koçman Üniversitesi,19,AVCILAR,2
683,2019,2,Kütahya Dumlupınar Üniversitesi,24,BAŞAKŞEHİR,2
684,2020,1,Recep Tayyip Erdoğan,23,FATİH,1
685,2020,1,Aydın Adnan Menderes,23,FATİH,1
686,2019,2,Uşak Üniversitesi,22,BEYKOZ,1
687,2019,1,Sivas Cumhuriyet Üniversitesi,23,KARTAL,1
688,2019,1,İstanbul Üniversitesi,24,BAHÇELİEVLER,7
689,2019,2,İstanbul Kent Üniversitesi,19,KAĞITHANE,1
690,2019,2,Boğaziçi Üniversitesi,21,ÇATALCA,1
691,2020,1,Piri Reis Üniversitesi,21,KARTAL,2
692,2019,1,Aydın Adnan Menderes,19,BEYKOZ,1
693,2019,1,Gazi Üniversitesi,20,SİLİVRİ,1
694,2020,1,Çanakkale Onsekiz Mart Üniversitesi,19,GÜNGÖREN,4
695,2019,1,Bandırma Onyedi Eylül,21,PENDİK,2
696,2019,1,İstanbul Üniversitesi-Cerrahpaşa,23,AVCILAR,4
697,2020,1,Kıbrıs Sosyal Bilimler Üniversitesi​,21,AVCILAR,1
698,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,20,MALTEPE,4
699,2019,1,Sakarya Üniversitesi,20,SARIYER,1
700,2020,1,Kırıkkale Üniversitesi,23,EYÜPSULTAN,1
701,2019,1,Giresun Üniversitesi,22,BAŞAKŞEHİR,1
702,2020,1,Süleyman Demirel Üniversitesi,19,SİLİVRİ,1
703,2019,1,Eskişehir Osmangazi Üniversitesi,22,KADIKÖY,1
704,2020,1,İnönü Üniversitesi,22,FATİH,2
705,2019,2,Afyon Kocatepe Üniversitesi,23,PENDİK,1
706,2019,1,Sağlık Bilimleri Üniversitesi,23,KAĞITHANE,1
707,2019,1,Bursa Uludağ Üniversitesi,19,ESENLER,1
708,2019,1,Konya Gıda Ve Tarım Üniversitesi,22,ESENYURT,1
709,2019,1,İstinye Üniversitesi,21,ÜSKÜDAR,2
710,2020,1,Kütahya Dumlupınar Üniversitesi,23,KAĞITHANE,2
711,2020,1,Boğaziçi Üniversitesi,19,ÜMRANİYE,4
712,2020,1,Gazi Üniversitesi,21,SULTANGAZİ,2
713,2019,1,Erzincan Binali Yıldırım Üniversitesi,20,BEYLİKDÜZÜ,1
714,2020,1,Kocaeli Üniversitesi,18,SULTANBEYLİ,3
715,2019,2,Aydın Adnan Menderes,23,KADIKÖY,1
716,2020,1,Muğla Sıtkı Koçman Üniversitesi,22,GAZİOSMANPAŞA,2
717,2019,1,Manisa Celâl Bayar Üniversitesi,20,ÜMRANİYE,1
718,2020,1,Gebze Teknik Üniversitesi,19,TUZLA,2
719,2019,1,Necmettin Erbakan Üniversitesi,19,GAZİOSMANPAŞA,1
720,2020,1,Eskişehir Osmangazi Üniversitesi,21,SİLİVRİ,1
721,2020,1,Atatürk Üniversitesi,21,SİLİVRİ,1
722,2019,1,Bursa Uludağ Üniversitesi,24,ESENYURT,2
723,2020,1,Ağrı İbrahim Çeçen Üniversitesi,21,SULTANBEYLİ,1
724,2020,1,İstanbul Aydın Üniversitesi,24,ESENYURT,4
725,2019,1,Fatih Sultan Mehmet Vakıf Üniversitesi,23,FATİH,1
726,2020,1,Düzce Üniversitesi,18,ARNAVUTKÖY,1
727,2020,1,Recep Tayyip Erdoğan,20,PENDİK,3
728,2020,1,Pamukkale Üniversitesi,22,ŞİLE,1
729,2019,2,Beykent Üniversitesi,24,SARIYER,1
730,2019,2,Kocaeli Üniversitesi,20,KAĞITHANE,3
731,2019,1,Selçuk Üniversitesi,23,TUZLA,1
732,2020,1,Ege Üniversitesi,22,BAHÇELİEVLER,1
733,2020,1,Hacettepe Üniversitesi,23,ATAŞEHİR,1
734,2020,1,Pamukkale Üniversitesi,22,TUZLA,2
735,2019,1,Toros Üniversitesi,21,FATİH,1
